Unnamed: 0,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
389,1,1,2,0,0,6540,0.0,205.0,360.0,1.0,1,1
390,1,1,1,0,1,1000,3022.0,110.0,360.0,1.0,2,0
391,1,1,2,1,0,3675,242.0,108.0,360.0,1.0,1,1
392,0,0,0,1,0,2213,0.0,66.0,360.0,1.0,0,1
393,1,0,0,0,0,3750,0.0,100.0,360.0,1.0,2,1
394,1,0,0,1,1,5800,0.0,132.0,360.0,1.0,1,1
395,1,1,2,1,0,3357,2859.0,144.0,360.0,1.0,2,1
396,1,0,0,0,0,4166,7210.0,184.0,360.0,1.0,2,1
397,1,1,0,1,0,3814,1483.0,124.0,300.0,1.0,1,1
398,1,0,0,0,0,2500,0.0,55.0,360.0,1.0,1,1
399,1,1,1,1,0,2600,2500.0,90.0,360.0,1.0,1,1
400,1,0,0,0,0,3500,0.0,81.0,300.0,1.0,1,1
401,1,1,1,0,0,7250,1667.0,110.0,360.0,0.0,2,0
402,1,1,1,1,0,2492,2375.0,120.0,360.0,1.0,0,1
403,1,1,3,0,0,4342,189.0,124.0,360.0,1.0,1,1
404,0,0,0,0,1,2500,0.0,93.0,360.0,1.0,2,1
405,1,1,0,0,0,4583,5625.0,255.0,360.0,1.0,1,1
406,1,1,0,0,0,7933,0.0,275.0,360.0,1.0,2,0
407,1,1,0,0,1,5503,4490.0,70.0,360.0,1.0,1,1
408,1,1,2,0,0,2301,985.7999877999996,78.0,180.0,1.0,2,1
409,1,1,0,0,0,4750,2333.0,130.0,360.0,1.0,2,1
410,1,1,0,0,0,16692,0.0,110.0,360.0,1.0,1,1
411,0,1,0,0,0,3625,0.0,108.0,360.0,1.0,1,1
412,1,0,1,0,0,11250,0.0,196.0,360.0,1.0,1,0
413,1,1,0,0,0,5746,0.0,255.0,360.0,1.0,2,0
414,1,0,0,0,1,6050,4333.0,120.0,180.0,1.0,2,0
415,1,1,0,0,0,5829,0.0,138.0,360.0,1.0,0,1
416,0,0,0,0,0,5000,0.0,132.0,360.0,1.0,0,1
417,1,0,1,0,0,3062,1987.0,111.0,180.0,0.0,2,0
418,0,0,1,0,0,4723,0.0,81.0,360.0,1.0,1,0
419,0,1,1,0,0,4666,0.0,135.0,360.0,1.0,2,1
420,1,0,1,0,0,37719,0.0,152.0,360.0,1.0,1,1
421,1,1,0,0,0,3333,2500.0,128.0,360.0,1.0,1,1
422,1,0,0,0,0,6782,0.0,120.0,360.0,1.0,2,0
423,0,0,2,0,0,3750,2083.0,120.0,360.0,1.0,1,1
424,1,1,2,1,1,6383,1000.0,187.0,360.0,1.0,0,0
425,1,0,0,0,0,1916,5063.0,67.0,360.0,1.0,0,0
426,1,1,0,0,1,16120,0.0,260.0,360.0,1.0,2,1
427,1,1,1,0,0,3333,3250.0,158.0,360.0,1.0,2,1
428,1,1,2,0,0,2500,1840.0,109.0,360.0,1.0,2,1
429,1,0,0,0,0,4191,0.0,120.0,360.0,1.0,0,1
430,1,0,0,1,0,3691,0.0,110.0,360.0,1.0,0,1
431,1,0,1,0,0,4384,1793.0,117.0,360.0,1.0,2,1
432,1,1,0,1,0,1820,1769.0,95.0,360.0,1.0,0,1
433,1,1,3,0,0,4416,1250.0,110.0,360.0,1.0,2,1
434,1,1,3,0,0,3400,2500.0,123.0,360.0,0.0,0,0
435,1,1,0,0,0,1025,5500.0,216.0,360.0,1.0,0,1
436,1,0,0,1,0,7333,0.0,120.0,360.0,1.0,0,0
437,1,0,1,0,0,3667,0.0,113.0,180.0,1.0,2,1
438,1,1,1,0,0,4283,3000.0,172.0,84.0,1.0,0,0
439,1,1,0,0,0,3887,2669.0,162.0,360.0,1.0,1,1
440,1,1,0,0,0,2400,2167.0,115.0,360.0,1.0,1,1
441,1,1,2,1,0,3083,2168.0,126.0,360.0,1.0,2,1
442,1,1,0,0,0,6250,0.0,128.0,360.0,1.0,1,1
443,1,0,0,1,0,2000,0.0,120.0,360.0,1.0,2,0
444,1,1,3,0,0,81000,0.0,360.0,360.0,0.0,0,0
445,1,0,0,0,0,4917,0.0,130.0,360.0,0.0,0,1
446,1,1,0,1,0,2583,2358.0,120.0,360.0,1.0,2,1
447,1,1,3,1,0,2647,1587.0,173.0,360.0,1.0,0,0
448,1,1,1,0,1,10513,3850.0,160.0,180.0,0.0,2,0
449,1,1,0,0,0,2500,2118.0,104.0,360.0,1.0,1,1
450,1,1,2,0,0,11417,1126.0,225.0,360.0,1.0,2,1
451,1,1,0,1,0,3406,4417.0,123.0,360.0,1.0,1,1
452,1,1,0,0,0,1820,1719.0,100.0,360.0,1.0,2,1
453,1,1,0,1,0,2875,1750.0,105.0,360.0,1.0,1,1
454,1,0,0,0,0,4950,0.0,125.0,360.0,1.0,2,1
455,1,1,0,0,0,2698,2034.0,122.0,360.0,1.0,1,1
456,1,1,1,1,0,3399,1640.0,111.0,180.0,1.0,2,1
457,1,0,0,0,0,3858,0.0,76.0,360.0,1.0,1,1
458,1,1,0,0,0,6080,2569.0,182.0,360.0,1.0,0,0
459,1,1,2,0,1,3316,3500.0,88.0,360.0,1.0,2,1
460,1,1,1,0,1,2178,0.0,66.0,300.0,0.0,0,0
461,1,1,0,1,0,2400,3800.0,120.0,180.0,1.0,2,0
462,1,1,1,0,0,6400,7250.0,180.0,360.0,0.0,2,0
463,0,0,3,1,0,1830,0.0,120.0,360.0,0.0,2,0
464,0,1,0,1,0,2149,3237.0,178.0,360.0,0.0,1,0
465,1,1,0,0,1,674,5296.0,168.0,360.0,1.0,0,1
466,1,1,0,0,0,3232,1950.0,108.0,360.0,1.0,0,1
467,1,1,1,0,0,3089,1280.0,121.0,360.0,0.0,1,0
468,1,0,0,0,1,7167,0.0,128.0,360.0,1.0,2,1
469,1,0,0,0,0,2980,2083.0,120.0,360.0,1.0,0,1
470,1,1,2,0,0,2873,1872.0,132.0,360.0,0.0,1,0
471,1,0,0,0,0,2435,0.0,75.0,360.0,1.0,2,0
472,0,1,2,0,0,14866,0.0,70.0,360.0,1.0,2,1
473,1,0,0,0,0,3182,2917.0,161.0,360.0,1.0,2,1
474,1,0,0,0,0,4895,0.0,102.0,360.0,1.0,1,1
475,1,0,0,0,0,4750,0.0,94.0,360.0,1.0,1,1
476,1,1,1,0,0,2014,2925.0,113.0,360.0,1.0,2,0
477,1,1,0,0,0,3103,1300.0,80.0,360.0,1.0,2,1
478,1,1,0,0,0,2297,1522.0,104.0,360.0,1.0,2,1
479,0,1,2,0,0,2031,1632.0,113.0,480.0,1.0,1,1
480,0,0,0,0,0,4000,2275.0,144.0,360.0,1.0,1,1
481,1,1,0,1,0,3010,3136.0,120.0,360.0,0.0,2,0
482,1,1,0,0,0,3704,2000.0,120.0,360.0,1.0,0,1
483,1,1,2,0,0,4006,1526.0,168.0,360.0,1.0,2,1
484,1,1,1,0,0,1538,1425.0,30.0,360.0,1.0,2,1
485,1,0,0,0,0,3660,5064.0,187.0,360.0,1.0,1,1
486,1,1,1,0,1,9833,1833.0,182.0,180.0,1.0,2,1
487,0,0,1,0,0,3812,0.0,112.0,360.0,1.0,0,1
488,1,1,1,0,0,14583,0.0,185.0,180.0,1.0,0,1
489,1,0,0,0,0,1836,33837.0,90.0,360.0,1.0,2,0
490,1,1,0,0,0,2785,2016.0,110.0,360.0,1.0,0,1
